transfer_id,year,date,season,transfer_window,player_name,position,age,from_club,from_league,from_country,to_club,to_league,to_country,fee_eur_m,is_free_transfer,is_loan,is_intra_league,is_intra_country
T008157,2019,2019-08-05,2019-2020,summer,Oscar Silva,DM,24,Lazio,Serie_A,ITA,Sevilla,La_Liga,ESP,2.9,0,0,0,0
T008158,2019,2019-08-07,2019-2020,summer,Sergio Klein,CB,28,Chelsea,Premier_League,ENG,Al-Nassr,Saudi_Pro_League,SAU,41.0,0,0,0,0
T008159,2019,2019-08-13,2019-2020,summer,Alex Taylor,RB,19,Ajax,Eredivisie,NED,Inter Milan,Serie_A,ITA,7.5,0,0,0,0
T008160,2019,2019-07-22,2019-2020,summer,Idrissa Wilson,DM,27,Bayern Munich,Bundesliga,GER,Eintracht Frankfurt,Bundesliga,GER,0.0,1,0,1,1
T008161,2019,2019-01-24,2018-2019,winter,Min-jae Andersson,GK,21,Ajax,Eredivisie,NED,Juventus,Serie_A,ITA,2.4,0,0,0,0
T008162,2019,2019-08-19,2019-2020,summer,Fabio Jung,CM,22,Lille,Ligue_1,FRA,West Ham,Premier_League,ENG,1.3,0,1,0,0
T008163,2019,2019-07-24,2019-2020,summer,Michael Jung,GK,27,FC Barcelona,La_Liga,ESP,Al-Nassr,Saudi_Pro_League,SAU,12.7,0,0,0,0
T008164,2019,2019-01-14,2018-2019,winter,Jorge Rodriguez,CM,21,Fenerbahce,Super_Lig,TUR,Ajax,Eredivisie,NED,0.0,1,0,0,0
T008165,2019,2019-08-09,2019-2020,summer,Thomas Jones,CM,27,Eintracht Frankfurt,Bundesliga,GER,Al-Nassr,Saudi_Pro_League,SAU,56.9,0,0,0,0
T008166,2019,2019-01-20,2018-2019,winter,Carlos Sarr,DM,22,Olympique Lyonnais,Ligue_1,FRA,Newcastle United,Premier_League,ENG,17.2,0,0,0,0
T008167,2019,2019-01-27,2018-2019,winter,Mats Gonzalez,RW,21,Olympique Marseille,Ligue_1,FRA,Real Madrid,La_Liga,ESP,6.1,0,1,0,0
T008168,2019,2019-07-25,2019-2020,summer,Leon Lee,CB,22,Manchester United,Premier_League,ENG,AC Milan,Serie_A,ITA,0.0,1,0,0,0
T008169,2019,2019-07-11,2019-2020,summer,James Toure,CB,31,Inter Milan,Serie_A,ITA,Atletico Madrid,La_Liga,ESP,2.1,0,1,0,0
T008170,2019,2019-07-24,2019-2020,summer,James Weber,CB,29,Borussia Dortmund,Bundesliga,GER,Sporting CP,Liga_Portugal,POR,13.0,0,0,0,0
T008171,2019,2019-01-03,2018-2019,winter,Demba Müller,LB,28,AS Monaco,Ligue_1,FRA,Chelsea,Premier_League,ENG,15.9,0,0,0,0
T008172,2019,2019-07-17,2019-2020,summer,Hugo Rivera,LW,29,FC Barcelona,La_Liga,ESP,Tottenham,Premier_League,ENG,1.4,0,1,0,0
T008173,2019,2019-01-15,2018-2019,winter,Takumi Lee,CM,25,Valencia,La_Liga,ESP,Inter Milan,Serie_A,ITA,2.6,0,1,0,0
T008174,2019,2019-02-13,2018-2019,winter,Fabio Jung,LB,21,Atalanta,Serie_A,ITA,Borussia Monchengladbach,Bundesliga,GER,2.6,0,0,0,0
T008175,2019,2019-07-05,2019-2020,summer,Jakob Andersson,RW,26,Al-Ittihad,Saudi_Pro_League,SAU,Borussia Dortmund,Bundesliga,GER,0.0,1,1,0,0
T008176,2019,2019-08-26,2019-2020,summer,Famara Wolf,AM,25,LAFC,MLS,USA,Lille,Ligue_1,FRA,4.5,0,0,0,0
T008177,2019,2019-07-26,2019-2020,summer,Karl Pereira,AM,30,Olympique Marseille,Ligue_1,FRA,Real Betis,La_Liga,ESP,0.7,0,0,0,0
T008178,2019,2019-07-16,2019-2020,summer,Famara Yoshida,RW,29,Lazio,Serie_A,ITA,Lille,Ligue_1,FRA,10.4,0,0,0,0
T008179,2019,2019-07-13,2019-2020,summer,Christian Lee,LW,19,Atletico Madrid,La_Liga,ESP,Inter Miami,MLS,USA,8.4,0,0,0,0
T008180,2019,2019-01-02,2018-2019,winter,Alex Pogba,CM,26,Bayern Munich,Bundesliga,GER,Stade Rennais,Ligue_1,FRA,13.8,0,0,0,0
T008181,2019,2019-08-18,2019-2020,summer,Peter Kim,AM,26,Aston Villa,Premier_League,ENG,Athletic Bilbao,La_Liga,ESP,91.1,0,0,0,0
T008182,2019,2019-01-04,2018-2019,winter,Jakob Smith,DM,27,Ajax,Eredivisie,NED,Napoli,Serie_A,ITA,4.4,0,0,0,0
T008183,2019,2019-07-03,2019-2020,summer,Felix Choi,RW,30,Lille,Ligue_1,FRA,PSV Eindhoven,Eredivisie,NED,1.7,0,1,0,0
T008184,2019,2019-01-21,2018-2019,winter,Ivan Brown,DM,27,Real Madrid,La_Liga,ESP,Inter Miami,MLS,USA,0.0,1,1,0,0
T008185,2019,2019-01-23,2018-2019,winter,Daniel Wilson,RB,25,Newcastle United,Premier_League,ENG,Chelsea,Premier_League,ENG,11.3,0,0,1,1
T008186,2019,2019-02-22,2018-2019,winter,Hee-chan Sanchez,CM,25,Manchester City,Premier_League,ENG,Inter Miami,MLS,USA,0.2,0,1,0,0
T008187,2019,2019-07-13,2019-2020,summer,Ji-sung Pereira,CM,33,Aston Villa,Premier_League,ENG,Athletic Bilbao,La_Liga,ESP,0.0,1,1,0,0
T008188,2019,2019-01-05,2018-2019,winter,Francis Sato,DM,29,RB Leipzig,Bundesliga,GER,Porto,Liga_Portugal,POR,2.4,0,0,0,0
T008189,2019,2019-07-23,2019-2020,summer,Wataru Mbappe,CB,25,Galatasaray,Super_Lig,TUR,Atalanta,Serie_A,ITA,1.9,0,0,0,0
T008190,2019,2019-01-04,2018-2019,winter,Hugo Suzuki,DM,32,Lille,Ligue_1,FRA,Juventus,Serie_A,ITA,3.2,0,0,0,0
T008191,2019,2019-07-19,2019-2020,summer,Noah Hernandez,CM,23,Feyenoord,Eredivisie,NED,Roma,Serie_A,ITA,24.8,0,0,0,0
T008192,2019,2019-07-04,2019-2020,summer,Hee-chan Sato,LB,31,Paris Saint-Germain,Ligue_1,FRA,Porto,Liga_Portugal,POR,74.8,0,0,0,0
T008193,2019,2019-07-16,2019-2020,summer,Yuki Hernandez,RB,25,AC Milan,Serie_A,ITA,Real Madrid,La_Liga,ESP,20.0,0,1,0,0
T008194,2019,2019-01-07,2018-2019,winter,Kevin Schneider,CB,24,Borussia Monchengladbach,Bundesliga,GER,Juventus,Serie_A,ITA,0.0,1,0,0,0
T008195,2019,2019-07-06,2019-2020,summer,Ivan Jones,RW,21,Olympique Lyonnais,Ligue_1,FRA,Juventus,Serie_A,ITA,0.0,1,1,0,0
T008196,2019,2019-01-15,2018-2019,winter,Amadou Johansson,RW,23,Real Sociedad,La_Liga,ESP,West Ham,Premier_League,ENG,27.9,0,0,0,0
T008197,2019,2019-01-27,2018-2019,winter,Demba Jones,CB,20,Aston Villa,Premier_League,ENG,Borussia Monchengladbach,Bundesliga,GER,3.1,0,1,0,0
T008198,2019,2019-07-15,2019-2020,summer,William Wilson,LW,22,Borussia Monchengladbach,Bundesliga,GER,Bayer Leverkusen,Bundesliga,GER,0.8,0,0,1,1
T008199,2019,2019-07-15,2019-2020,summer,Yusuf Kimura,RB,26,Juventus,Serie_A,ITA,Roma,Serie_A,ITA,1.4,0,1,1,1
T008200,2019,2019-07-01,2019-2020,summer,Hee-chan Davies,CM,29,Fenerbahce,Super_Lig,TUR,Borussia Monchengladbach,Bundesliga,GER,0.7,0,1,0,0
T008201,2019,2019-07-25,2019-2020,summer,Michael Martinez,CM,19,Real Madrid,La_Liga,ESP,Borussia Monchengladbach,Bundesliga,GER,131.6,0,0,0,0
T008202,2019,2019-07-14,2019-2020,summer,Daichi Santos,AM,31,Real Betis,La_Liga,ESP,Athletic Bilbao,La_Liga,ESP,1.5,0,1,1,1
T008203,2019,2019-01-19,2018-2019,winter,Ian Sarr,LW,26,Arsenal,Premier_League,ENG,Bayern Munich,Bundesliga,GER,2.6,0,1,0,0
T008204,2019,2019-08-26,2019-2020,summer,Kaoru Oliveira,RW,23,Athletic Bilbao,La_Liga,ESP,Bayer Leverkusen,Bundesliga,GER,0.2,0,0,0,0
T008205,2019,2019-07-17,2019-2020,summer,Hiroshi Traore,RB,27,Porto,Liga_Portugal,POR,Benfica,Liga_Portugal,POR,0.0,1,0,1,1
T008206,2019,2019-08-01,2019-2020,summer,Liam Kim,GK,25,Borussia Dortmund,Bundesliga,GER,Tottenham,Premier_League,ENG,0.0,1,0,0,0
T008207,2019,2019-07-16,2019-2020,summer,Gabriel Costa,DM,22,Atletico Madrid,La_Liga,ESP,Olympique Lyonnais,Ligue_1,FRA,11.1,0,0,0,0
T008208,2019,2019-07-12,2019-2020,summer,Fabio Wolf,AM,24,Liverpool,Premier_League,ENG,Al-Nassr,Saudi_Pro_League,SAU,130.6,0,0,0,0
T008209,2019,2019-08-01,2019-2020,summer,James Ito,LB,27,Stade Rennais,Ligue_1,FRA,Sevilla,La_Liga,ESP,2.0,0,1,0,0
T008210,2019,2019-07-01,2019-2020,summer,Luis Davies,GK,25,Al-Nassr,Saudi_Pro_League,SAU,PSV Eindhoven,Eredivisie,NED,6.1,0,0,0,0
T008211,2019,2019-07-26,2019-2020,summer,Harry Davies,AM,28,Atletico Madrid,La_Liga,ESP,Porto,Liga_Portugal,POR,9.3,0,0,0,0
T008212,2019,2019-08-04,2019-2020,summer,Oscar Mbappe,CB,19,Al-Ittihad,Saudi_Pro_League,SAU,Fiorentina,Serie_A,ITA,83.9,0,0,0,0
T008213,2019,2019-07-14,2019-2020,summer,Christian Eriksson,DM,22,Al-Ittihad,Saudi_Pro_League,SAU,Ajax,Eredivisie,NED,36.8,0,0,0,0
T008214,2019,2019-07-23,2019-2020,summer,Idrissa Tanaka,RW,31,West Ham,Premier_League,ENG,FC Barcelona,La_Liga,ESP,0.0,1,0,0,0
T008215,2019,2019-01-19,2018-2019,winter,Ben Oliveira,CM,23,Real Sociedad,La_Liga,ESP,Galatasaray,Super_Lig,TUR,0.0,1,0,0,0
T008216,2019,2019-08-06,2019-2020,summer,Niklas Jung,AM,26,Sevilla,La_Liga,ESP,Ajax,Eredivisie,NED,30.0,0,0,0,0
T008217,2019,2019-01-05,2018-2019,winter,Sergio Larsson,CB,21,Napoli,Serie_A,ITA,Lazio,Serie_A,ITA,0.0,1,1,1,1
T008218,2019,2019-01-10,2018-2019,winter,Harry Larsson,AM,21,Inter Miami,MLS,USA,Olympique Lyonnais,Ligue_1,FRA,7.5,0,0,0,0
T008219,2019,2019-08-10,2019-2020,summer,Ebrima Klein,AM,22,Atletico Madrid,La_Liga,ESP,RB Leipzig,Bundesliga,GER,1.5,0,1,0,0
T008220,2019,2019-08-10,2019-2020,summer,Quinn Suzuki,CM,20,Benfica,Liga_Portugal,POR,Al-Nassr,Saudi_Pro_League,SAU,0.0,1,1,0,0
T008221,2019,2019-07-19,2019-2020,summer,Quinn Martinez,DM,27,Fiorentina,Serie_A,ITA,West Ham,Premier_League,ENG,5.9,0,0,0,0
T008222,2019,2019-08-02,2019-2020,summer,Hiroshi Meyer,AM,28,Sporting CP,Liga_Portugal,POR,Al-Nassr,Saudi_Pro_League,SAU,80.3,0,0,0,0
T008223,2019,2019-01-23,2018-2019,winter,William Jung,CM,32,Bayer Leverkusen,Bundesliga,GER,Olympique Marseille,Ligue_1,FRA,8.5,0,0,0,0
T008224,2019,2019-07-12,2019-2020,summer,Junya Rivera,CB,30,Borussia Dortmund,Bundesliga,GER,West Ham,Premier_League,ENG,10.7,0,0,0,0
T008225,2019,2019-01-26,2018-2019,winter,Sergio Rivera,RB,21,RB Leipzig,Bundesliga,GER,Wolfsburg,Bundesliga,GER,14.6,0,0,1,1
T008226,2019,2019-07-15,2019-2020,summer,Min-jae Smith,LB,23,Tottenham,Premier_League,ENG,Athletic Bilbao,La_Liga,ESP,17.3,0,0,0,0
T008227,2019,2019-08-06,2019-2020,summer,Yusuf Mbappe,CM,30,RB Leipzig,Bundesliga,GER,Benfica,Liga_Portugal,POR,0.0,1,1,0,0
T008228,2019,2019-08-10,2019-2020,summer,Erik Diallo,AM,16,Chelsea,Premier_League,ENG,Ajax,Eredivisie,NED,13.2,0,0,0,0
T008229,2019,2019-01-23,2018-2019,winter,Quinn Mendy,FW,27,Inter Miami,MLS,USA,Ajax,Eredivisie,NED,0.7,0,1,0,0
T008230,2019,2019-08-27,2019-2020,summer,Bakary Lee,LB,26,Athletic Bilbao,La_Liga,ESP,Borussia Dortmund,Bundesliga,GER,1.5,0,0,0,0
T008231,2019,2019-02-10,2018-2019,winter,Quinn Jones,CM,19,Inter Miami,MLS,USA,Fenerbahce,Super_Lig,TUR,6.6,0,0,0,0
T008232,2019,2019-07-23,2019-2020,summer,Noah Andersson,LW,20,Sporting CP,Liga_Portugal,POR,Napoli,Serie_A,ITA,0.0,1,0,0,0
T008233,2019,2019-02-02,2018-2019,winter,Hiroshi Yoshida,CM,26,Al-Ittihad,Saudi_Pro_League,SAU,Sporting CP,Liga_Portugal,POR,26.7,0,0,0,0
T008234,2019,2019-02-13,2018-2019,winter,Adam Choi,CB,26,Ajax,Eredivisie,NED,Galatasaray,Super_Lig,TUR,0.6,0,1,0,0
T008235,2019,2019-07-27,2019-2020,summer,Sergio Lopez,AM,21,Tottenham,Premier_League,ENG,Sporting CP,Liga_Portugal,POR,0.5,0,1,0,0
T008236,2019,2019-08-07,2019-2020,summer,Kaoru Williams,DM,24,Bayern Munich,Bundesliga,GER,Sevilla,La_Liga,ESP,3.8,0,0,0,0
T008237,2019,2019-07-13,2019-2020,summer,Patrick Gonzalez,DM,27,Chelsea,Premier_League,ENG,Bayern Munich,Bundesliga,GER,20.0,0,1,0,0
T008238,2019,2019-07-21,2019-2020,summer,Karl Camavinga,FW,26,Real Sociedad,La_Liga,ESP,Lille,Ligue_1,FRA,5.8,0,0,0,0
T008239,2019,2019-07-26,2019-2020,summer,Nicolas Park,RB,22,Sevilla,La_Liga,ESP,Lazio,Serie_A,ITA,2.2,0,0,0,0
T008240,2019,2019-08-06,2019-2020,summer,Ritsu Andersson,CB,27,Borussia Monchengladbach,Bundesliga,GER,Bayer Leverkusen,Bundesliga,GER,0.6,0,1,1,1
T008241,2019,2019-08-23,2019-2020,summer,Christian Brown,LB,24,West Ham,Premier_League,ENG,Aston Villa,Premier_League,ENG,6.1,0,0,1,1
T008242,2019,2019-02-05,2018-2019,winter,Michael Eriksson,AM,16,LAFC,MLS,USA,Sporting CP,Liga_Portugal,POR,16.3,0,0,0,0
T008243,2019,2019-08-12,2019-2020,summer,Ivan Sato,CB,18,Sevilla,La_Liga,ESP,AS Monaco,Ligue_1,FRA,12.0,0,0,0,0
T008244,2019,2019-02-22,2018-2019,winter,Eduardo Santos,CM,23,Al-Nassr,Saudi_Pro_League,SAU,Borussia Monchengladbach,Bundesliga,GER,0.0,1,1,0,0
T008245,2019,2019-07-27,2019-2020,summer,Idrissa Martinez,CM,25,Real Betis,La_Liga,ESP,Ajax,Eredivisie,NED,8.2,0,0,0,0
T008246,2019,2019-07-27,2019-2020,summer,Daichi Pogba,GK,28,Al-Ittihad,Saudi_Pro_League,SAU,Ajax,Eredivisie,NED,0.1,0,1,0,0
T008247,2019,2019-07-26,2019-2020,summer,Junya Andersson,CM,27,Benfica,Liga_Portugal,POR,Olympique Lyonnais,Ligue_1,FRA,0.0,1,1,0,0
T008248,2019,2019-01-16,2018-2019,winter,Jorge Traore,CB,21,Bayern Munich,Bundesliga,GER,Roma,Serie_A,ITA,18.9,0,0,0,0
T008249,2019,2019-07-17,2019-2020,summer,Rafael Sarr,CB,25,Al-Nassr,Saudi_Pro_League,SAU,AC Milan,Serie_A,ITA,3.3,0,0,0,0
T008250,2019,2019-07-20,2019-2020,summer,Charlie Schneider,CM,23,Liverpool,Premier_League,ENG,Valencia,La_Liga,ESP,0.6,0,1,0,0
T008251,2019,2019-07-14,2019-2020,summer,Quinn Cisse,CB,26,Chelsea,Premier_League,ENG,Bayer Leverkusen,Bundesliga,GER,127.3,0,0,0,0
T008252,2019,2019-08-22,2019-2020,summer,Ian Weber,FW,21,Paris Saint-Germain,Ligue_1,FRA,Juventus,Serie_A,ITA,67.8,0,0,0,0
T008253,2019,2019-08-12,2019-2020,summer,Patrick Müller,CB,30,RB Leipzig,Bundesliga,GER,Inter Miami,MLS,USA,0.1,0,1,0,0
T008254,2019,2019-01-27,2018-2019,winter,Min-jae Mbappe,CB,25,Eintracht Frankfurt,Bundesliga,GER,Stade Rennais,Ligue_1,FRA,0.6,0,0,0,0
T008255,2019,2019-08-17,2019-2020,summer,Manuel Taylor,AM,29,Roma,Serie_A,ITA,Lazio,Serie_A,ITA,21.4,0,0,1,1
T008256,2019,2019-08-05,2019-2020,summer,Mats Hernandez,GK,29,Wolfsburg,Bundesliga,GER,Feyenoord,Eredivisie,NED,0.0,1,1,0,0
T008257,2019,2019-01-11,2018-2019,winter,Tobias Weber,CB,30,Al-Nassr,Saudi_Pro_League,SAU,Inter Miami,MLS,USA,2.5,0,1,0,0
T008258,2019,2019-08-06,2019-2020,summer,Oliver Santos,LB,26,Atletico Madrid,La_Liga,ESP,Bayer Leverkusen,Bundesliga,GER,5.8,0,0,0,0
T008259,2019,2019-01-08,2018-2019,winter,Jakob Klein,LB,16,West Ham,Premier_League,ENG,Liverpool,Premier_League,ENG,3.8,0,0,1,1
T008260,2019,2019-07-19,2019-2020,summer,Vincent Ito,CB,28,Real Betis,La_Liga,ESP,Stade Rennais,Ligue_1,FRA,0.7,0,1,0,0
T008261,2019,2019-08-15,2019-2020,summer,Daniel Kimura,CB,26,Wolfsburg,Bundesliga,GER,Atletico Madrid,La_Liga,ESP,15.7,0,0,0,0
T008262,2019,2019-02-08,2018-2019,winter,Diego Choi,RW,20,Inter Milan,Serie_A,ITA,Inter Miami,MLS,USA,0.0,1,0,0,0
T008263,2019,2019-01-14,2018-2019,winter,Andreas Cisse,GK,23,Everton,Premier_League,ENG,Juventus,Serie_A,ITA,15.1,0,0,0,0
T008264,2019,2019-01-03,2018-2019,winter,Karl Wolf,LB,27,Lazio,Serie_A,ITA,Roma,Serie_A,ITA,3.9,0,0,1,1
T008265,2019,2019-01-16,2018-2019,winter,Kevin Ito,LW,27,Real Betis,La_Liga,ESP,Juventus,Serie_A,ITA,0.9,0,0,0,0
T008266,2019,2019-07-14,2019-2020,summer,Niklas Davies,CM,30,Lazio,Serie_A,ITA,Benfica,Liga_Portugal,POR,0.5,0,0,0,0
T008267,2019,2019-08-24,2019-2020,summer,Gabriel Jones,CM,30,AC Milan,Serie_A,ITA,Fenerbahce,Super_Lig,TUR,7.1,0,0,0,0
T008268,2019,2019-07-26,2019-2020,summer,Carlos Martinez,LW,26,AS Monaco,Ligue_1,FRA,Al-Hilal,Saudi_Pro_League,SAU,6.9,0,0,0,0
T008269,2019,2019-01-06,2018-2019,winter,Edward Pogba,AM,23,Sevilla,La_Liga,ESP,Sporting CP,Liga_Portugal,POR,0.0,1,0,0,0
T008270,2019,2019-07-19,2019-2020,summer,David Klein,LB,22,Chelsea,Premier_League,ENG,Newcastle United,Premier_League,ENG,3.3,0,1,1,1
T008271,2019,2019-07-27,2019-2020,summer,Yuki Camavinga,LW,31,Atalanta,Serie_A,ITA,Atletico Madrid,La_Liga,ESP,0.7,0,1,0,0
T008272,2019,2019-07-05,2019-2020,summer,Oscar Wolf,AM,28,AC Milan,Serie_A,ITA,Real Sociedad,La_Liga,ESP,0.0,1,0,0,0
T008273,2019,2019-07-14,2019-2020,summer,Ji-sung Davies,CM,23,Liverpool,Premier_League,ENG,Sevilla,La_Liga,ESP,0.0,1,0,0,0
T008274,2019,2019-07-20,2019-2020,summer,Ebrima Diallo,LB,30,LAFC,MLS,USA,AC Milan,Serie_A,ITA,0.2,0,1,0,0
T008275,2019,2019-01-25,2018-2019,winter,David Martinez,CM,21,Olympique Marseille,Ligue_1,FRA,Al-Nassr,Saudi_Pro_League,SAU,0.3,0,1,0,0
T008276,2019,2019-02-02,2018-2019,winter,David Meyer,LB,22,Inter Miami,MLS,USA,Newcastle United,Premier_League,ENG,0.0,1,0,0,0
T008277,2019,2019-07-18,2019-2020,summer,Junya Lee,DM,24,Real Sociedad,La_Liga,ESP,Roma,Serie_A,ITA,0.6,0,1,0,0
T008278,2019,2019-08-27,2019-2020,summer,Stefan Ito,CB,22,Inter Miami,MLS,USA,Al-Hilal,Saudi_Pro_League,SAU,6.0,0,1,0,0
T008279,2019,2019-02-23,2018-2019,winter,Tomas Park,RB,19,Real Sociedad,La_Liga,ESP,Athletic Bilbao,La_Liga,ESP,184.0,0,0,1,1
T008280,2019,2019-07-14,2019-2020,summer,Patrick Cisse,CB,22,Ajax,Eredivisie,NED,Al-Nassr,Saudi_Pro_League,SAU,49.2,0,0,0,0
T008281,2019,2019-01-12,2018-2019,winter,Oscar Sarr,LW,28,Newcastle United,Premier_League,ENG,AC Milan,Serie_A,ITA,19.0,0,0,0,0
T008282,2019,2019-08-09,2019-2020,summer,Ji-sung Schmidt,CB,22,Inter Milan,Serie_A,ITA,Manchester City,Premier_League,ENG,82.0,0,0,0,0
T008283,2019,2019-07-06,2019-2020,summer,Oscar Schmidt,CB,23,Juventus,Serie_A,ITA,Atletico Madrid,La_Liga,ESP,16.7,0,0,0,0
T008284,2019,2019-07-21,2019-2020,summer,Famara Tanaka,LB,26,PSV Eindhoven,Eredivisie,NED,Ajax,Eredivisie,NED,9.9,0,0,1,1
T008285,2019,2019-08-09,2019-2020,summer,Daniel Pereira,GK,28,Lille,Ligue_1,FRA,Real Betis,La_Liga,ESP,2.1,0,0,0,0
T008286,2019,2019-07-15,2019-2020,summer,Nicolas Suzuki,LW,28,Manchester City,Premier_League,ENG,Athletic Bilbao,La_Liga,ESP,0.9,0,1,0,0
T008287,2019,2019-08-19,2019-2020,summer,Alex Mbappe,CB,22,Manchester City,Premier_League,ENG,Olympique Lyonnais,Ligue_1,FRA,126.0,0,0,0,0
T008288,2019,2019-07-14,2019-2020,summer,Rafael Bauer,AM,30,Olympique Marseille,Ligue_1,FRA,Lazio,Serie_A,ITA,15.2,0,0,0,0
T008289,2019,2019-01-01,2018-2019,winter,Cherif Oliveira,LB,18,Valencia,La_Liga,ESP,Al-Ittihad,Saudi_Pro_League,SAU,200.0,0,0,0,0
T008290,2019,2019-07-21,2019-2020,summer,Francis Fischer,RB,25,Eintracht Frankfurt,Bundesliga,GER,Inter Miami,MLS,USA,15.3,0,1,0,0
T008291,2019,2019-07-27,2019-2020,summer,Karl Cisse,RW,25,Liverpool,Premier_League,ENG,Everton,Premier_League,ENG,0.0,1,1,1,1
T008292,2019,2019-07-09,2019-2020,summer,Hugo Traore,CB,22,Liverpool,Premier_League,ENG,Inter Milan,Serie_A,ITA,0.4,0,1,0,0
T008293,2019,2019-08-20,2019-2020,summer,Ivan Gonzalez,RB,24,Inter Milan,Serie_A,ITA,RB Leipzig,Bundesliga,GER,7.4,0,0,0,0
T008294,2019,2019-07-25,2019-2020,summer,Kevin Meyer,RW,26,Al-Hilal,Saudi_Pro_League,SAU,Real Madrid,La_Liga,ESP,200.0,0,0,0,0
T008295,2019,2019-07-04,2019-2020,summer,Edward Eriksson,AM,27,LAFC,MLS,USA,Porto,Liga_Portugal,POR,1.4,0,1,0,0
T008296,2019,2019-07-27,2019-2020,summer,Thomas Hernandez,CB,20,Atalanta,Serie_A,ITA,Manchester United,Premier_League,ENG,5.3,0,1,0,0
T008297,2019,2019-07-12,2019-2020,summer,Gunther Hoffmann,GK,27,Al-Ittihad,Saudi_Pro_League,SAU,Feyenoord,Eredivisie,NED,11.7,0,0,0,0
T008298,2019,2019-07-10,2019-2020,summer,Vincent Costa,CB,26,Al-Hilal,Saudi_Pro_League,SAU,Benfica,Liga_Portugal,POR,48.4,0,0,0,0
T008299,2019,2019-08-25,2019-2020,summer,Christian Rodriguez,CM,23,Athletic Bilbao,La_Liga,ESP,Eintracht Frankfurt,Bundesliga,GER,0.8,0,0,0,0
T008300,2019,2019-08-02,2019-2020,summer,David Nilsson,GK,24,Olympique Lyonnais,Ligue_1,FRA,Galatasaray,Super_Lig,TUR,27.8,0,0,0,0
T008301,2019,2019-07-26,2019-2020,summer,Min-jae Silva,CM,26,West Ham,Premier_League,ENG,Stade Rennais,Ligue_1,FRA,29.3,0,0,0,0
T008302,2019,2019-07-10,2019-2020,summer,Gunther Suzuki,FW,29,Sporting CP,Liga_Portugal,POR,Wolfsburg,Bundesliga,GER,4.7,0,1,0,0
T008303,2019,2019-07-24,2019-2020,summer,Hans Rodriguez,CM,24,Ajax,Eredivisie,NED,Everton,Premier_League,ENG,0.3,0,1,0,0
T008304,2019,2019-08-17,2019-2020,summer,Manuel Wolf,RW,20,Al-Nassr,Saudi_Pro_League,SAU,Fenerbahce,Super_Lig,TUR,0.0,1,0,0,0
T008305,2019,2019-07-27,2019-2020,summer,Oscar Gonzalez,RW,26,Tottenham,Premier_League,ENG,Ajax,Eredivisie,NED,2.8,0,0,0,0
T008306,2019,2019-08-13,2019-2020,summer,Daniel Garcia,CM,20,Fiorentina,Serie_A,ITA,Real Madrid,La_Liga,ESP,32.5,0,0,0,0
T008307,2019,2019-07-12,2019-2020,summer,Francis Diallo,GK,28,Valencia,La_Liga,ESP,Borussia Monchengladbach,Bundesliga,GER,3.4,0,0,0,0
T008308,2019,2019-02-07,2018-2019,winter,Vincent Diop,FW,31,Paris Saint-Germain,Ligue_1,FRA,AC Milan,Serie_A,ITA,57.8,0,0,0,0
T008309,2019,2019-07-05,2019-2020,summer,Quinn Bauer,DM,25,Manchester City,Premier_League,ENG,Borussia Dortmund,Bundesliga,GER,0.0,1,0,0,0
T008310,2019,2019-07-05,2019-2020,summer,Leon Taylor,DM,29,Fiorentina,Serie_A,ITA,Juventus,Serie_A,ITA,1.4,0,1,1,1
T008311,2019,2019-07-13,2019-2020,summer,Eduardo Diallo,CM,24,Olympique Marseille,Ligue_1,FRA,Ajax,Eredivisie,NED,0.4,0,1,0,0
T008312,2019,2019-07-21,2019-2020,summer,George Park,LB,28,Al-Hilal,Saudi_Pro_League,SAU,Chelsea,Premier_League,ENG,57.7,0,0,0,0
T008313,2019,2019-07-18,2019-2020,summer,Yuki Toure,CB,23,Juventus,Serie_A,ITA,Ajax,Eredivisie,NED,27.9,0,0,0,0
T008314,2019,2019-07-08,2019-2020,summer,Adam Kim,AM,22,Sevilla,La_Liga,ESP,Manchester City,Premier_League,ENG,0.0,1,0,0,0
T008315,2019,2019-07-15,2019-2020,summer,Hwang Wagner,CB,21,Bayer Leverkusen,Bundesliga,GER,AC Milan,Serie_A,ITA,0.0,1,0,0,0
T008316,2019,2019-01-24,2018-2019,winter,Hiroshi Davies,CB,24,AS Monaco,Ligue_1,FRA,Inter Miami,MLS,USA,4.5,0,0,0,0
T008317,2019,2019-01-26,2018-2019,winter,Francis Jung,DM,19,Liverpool,Premier_League,ENG,Atletico Madrid,La_Liga,ESP,163.7,0,0,0,0
T008318,2019,2019-02-22,2018-2019,winter,Kevin Pogba,GK,27,AC Milan,Serie_A,ITA,Olympique Lyonnais,Ligue_1,FRA,1.6,0,0,0,0
T008319,2019,2019-08-01,2019-2020,summer,James Mbappe,FW,16,Ajax,Eredivisie,NED,Bayern Munich,Bundesliga,GER,133.2,0,0,0,0
T008320,2019,2019-07-09,2019-2020,summer,Nicolas Rivera,RW,22,Manchester City,Premier_League,ENG,AS Monaco,Ligue_1,FRA,15.9,0,0,0,0
T008321,2019,2019-02-11,2018-2019,winter,Jorge Fischer,CB,31,Bayer Leverkusen,Bundesliga,GER,Porto,Liga_Portugal,POR,4.3,0,0,0,0
